InChIKey,solute_id,smiles_canon,molecular_weight,TPSA,polarity_class,size_class,hybrid_class
MUPPEBVXFKNMCI-QMMMGPOBSA-N,solute_56,CCCCC(C)CCO,130.231,20.23,polar,small,"polar,small"
PMPBFICDXLLSRM-UHFFFAOYSA-N,solute_57,CC(C)c1cccc2ccccc12,170.25499999999997,0.0,non-polar,small,"non-polar,small"
WOFPPJOZXUTRAU-QMMMGPOBSA-N,solute_58,CCCCC(O)CCC,130.23099999999997,20.23,polar,small,"polar,small"
GYVGXEWAOAAJEU-UHFFFAOYSA-N,solute_59,Cc1ccc(N(C)C)cc1,135.21,3.24,non-polar,small,"non-polar,small"
UNBMPKNTYKDYCG-UHFFFAOYSA-N,solute_60,CC(C)CC(C)N,101.193,26.02,polar,small,"polar,small"
ALTFLAPROMVXNX-UHFFFAOYSA-N,solute_61,CC1COC(C)(C)O1,116.15999999999998,18.46,non-polar,small,"non-polar,small"
AWDLBZUXUNIODN-UHFFFAOYSA-N,solute_62,C=C(C)C(C)(C)O,100.16099999999997,20.23,polar,small,"polar,small"
SIJBDWPVNAYVGY-UHFFFAOYSA-N,solute_63,CC1(C)OCCO1,102.13300000000001,18.46,non-polar,small,"non-polar,small"
SVWMDNXXRJCGOY-UHFFFAOYSA-N,solute_64,CCC1CCC2(CCC(CC)O2)O1,184.27899999999997,18.46,non-polar,small,"non-polar,small"
DCFDVJPDXYGCOK-UHFFFAOYSA-N,solute_65,O=CC1CC=CCC1,110.15599999999999,17.07,non-polar,small,"non-polar,small"
ZRVPDCMGGOSDKG-UHFFFAOYSA-N,solute_66,C=C(C)C1CCC(C)(O)C1C,154.253,20.23,polar,small,"polar,small"
ZBLCWYDHYTWUSK-UHFFFAOYSA-N,solute_67,Cc1cc2cccc(O)c2nc1C,173.21499999999997,33.120000000000005,polar,small,"polar,small"
RUJPNZNXGCHGID-UHFFFAOYSA-N,solute_68,C=C(C)C1CCC(C)(O)CC1,154.25299999999996,20.23,polar,small,"polar,small"
GTEXIOINCJRBIO-UHFFFAOYSA-N,solute_69,CN(C)CCOCCN(C)C,160.261,15.71,non-polar,small,"non-polar,small"
DSTPUJAJSXTJHM-UHFFFAOYSA-N,solute_70,Cc1ccc(O)c(C(C)C)c1,150.221,20.23,polar,small,"polar,small"
UAXOELSVPTZZQG-UHFFFAOYSA-N,solute_71,CC(C)=C(C)C(=O)O,114.14399999999998,37.3,polar,small,"polar,small"
GQCZPFJGIXHZMB-UHFFFAOYSA-N,solute_72,CC(O)COC(C)(C)C,132.203,29.46,polar,small,"polar,small"
RLYSXAZAJUMULG-UHFFFAOYSA-N,solute_73,CC(C)C1=CC(=O)C(C)CC1,152.23699999999994,17.07,non-polar,small,"non-polar,small"
AZAFGYLHYXBSMI-UPHRSURJSA-N,solute_74,O=C(O)C(Br)=CBr,229.85500000000002,37.3,polar,small,"polar,small"
GZXSDYYWLZERLF-UHFFFAOYSA-N,solute_75,CCNC(=O)OCC,117.14799999999998,38.33,polar,small,"polar,small"
DUVJMSPTZMCSTQ-UHFFFAOYSA-N,solute_76,CCOc1ccccc1C=O,150.17699999999996,26.3,polar,small,"polar,small"
IYVPXMGWHZBPIR-UHFFFAOYSA-N,solute_77,CCCOC(=O)CCOCC,160.21299999999997,35.53,polar,small,"polar,small"
HTKFORQRBXIQHD-UHFFFAOYSA-N,solute_78,C=CCN=C(N)S,116.18900000000001,38.379999999999995,polar,small,"polar,small"
MDENRACGWNSYCU-JIOCBJNQSA-N,solute_79,CC1(C)C2CCC1(C)C(O)C2N,169.268,46.25,polar,small,"polar,small"
KWRBXILMRLLABD-UHFFFAOYSA-N,solute_80,C=CCOc1ccccc1OC,164.20399999999995,18.46,non-polar,small,"non-polar,small"
MDHYEMXUFSJLGV-UHFFFAOYSA-N,solute_81,CC(=O)OCCc1ccccc1,164.204,26.3,polar,small,"polar,small"
MFKRHJVUCZRDTF-UHFFFAOYSA-N,solute_82,COC(C)(C)CCO,118.17599999999999,29.46,polar,small,"polar,small"
BAWUFGWWCWMUNU-UHFFFAOYSA-N,solute_83,CCCCCCN1CCCC1=O,169.268,20.310000000000002,polar,small,"polar,small"
CSRFYVKSQFVNST-UHFFFAOYSA-N,solute_84,CCCOC(=O)C(C)(C)O,146.18599999999998,46.53,polar,small,"polar,small"
WZZLDXDUQPOXNW-UHFFFAOYSA-N,solute_85,CCCOC(=O)NCCCN(C)C,188.27099999999996,41.57,polar,small,"polar,small"
MUGORNQRYUKUGN-UHFFFAOYSA-N,solute_86,CC(C)c1ccc(CCO)cc1,164.248,20.23,polar,small,"polar,small"
TWEQNZZOOFKOER-UHFFFAOYSA-N,solute_87,COC(=O)c1sccc1N,157.19400000000002,52.32,polar,small,"polar,small"
HZMVPSHLMIQQNX-UHFFFAOYSA-N,solute_88,CCCC(C)OC(N)=O,131.175,52.32,polar,small,"polar,small"
KZBOXYKTSUUBTO-UHFFFAOYSA-N,solute_89,Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],182.135,86.28,polar,small,"polar,small"
WHVOFFPTHILKQP-UHFFFAOYSA-N,solute_90,C#CC#CC=C=CCCO,132.162,20.23,polar,small,"polar,small"
SJTVAYOMOLUGTG-UHFFFAOYSA-N,solute_91,CC(C)C1OC(=O)c2ccccc21,176.215,26.3,polar,small,"polar,small"
OWWVHQUOYSPNNE-UHFFFAOYSA-N,solute_92,CCOC1CCC(C(=O)OCCN(CC)CC)CC1,271.401,38.77,polar,small,"polar,small"
HYQVJTPIWPMTLK-UHFFFAOYSA-N,solute_93,CC1(O)CCC(C)(O)CC1,144.21399999999997,40.46,polar,small,"polar,small"
YIMQCDZDWXUDCA-UHFFFAOYSA-N,solute_94,OCC1CCC(CO)CC1,144.21399999999997,40.46,polar,small,"polar,small"
MXZJHUFPDPEROD-UHFFFAOYSA-N,solute_95,CCC(CCC(C)C)C(N)=O,157.25699999999998,43.09,polar,small,"polar,small"
FSPTUZZVVXTEON-UHFFFAOYSA-N,solute_96,CC1(C)CC(C(=O)O)C(C)(C)N1,171.23999999999998,49.33,polar,small,"polar,small"
HWYMVIVIHYHBMA-UHFFFAOYSA-N,solute_97,CCCOC(=O)C(C)OC(C)=O,174.19599999999997,52.6,polar,small,"polar,small"
RTYZKRMNFGEBAR-UHFFFAOYSA-N,solute_98,CCc1nc(N)c(C)c(CC)n1,165.23999999999998,51.8,polar,small,"polar,small"
EHHECCRMUOFLV-UHFFFAOYSA-N,solute_99,CCCCCOC(=O)C(C)(C)O,174.23999999999998,46.53,polar,small,"polar,small"
GPNISLPZDBITJJ-UHFFFAOYSA-N,solute_100,COCC=CC#N,97.117,33.019999999999996,polar,small,"polar,small"
NBKWXLWDPCYIHD-UHFFFAOYSA-N,solute_101,O=C(O)C1C=Cc2ccccc2C1,174.19899999999998,37.3,polar,small,"polar,small"
SXRSQZLOMIGNAQ-UHFFFAOYSA-N,solute_102,O=CCCCC=O,100.11699999999999,34.14,polar,small,"polar,small"
CUZKCNWZBXLAJX-UHFFFAOYSA-N,solute_103,OCCOCc1ccccc1,152.19299999999998,29.46,polar,small,"polar,small"
NEQDNPLLVJBQNJ-UHFFFAOYSA-N,solute_104,CCCCCN1C(=O)CCC1=O,169.224,37.38,polar,small,"polar,small"
IPZCJUOJSODZNK-UHFFFAOYSA-N,solute_105,CNC(=O)C(=O)NC,116.11999999999999,58.2,polar,small,"polar,small"
WHFKYDMBUMLWDA-UHFFFAOYSA-N,solute_106,CC(=O)OCCOc1ccccc1,180.20300000000003,35.53,polar,small,"polar,small"
UTNKPINVMZDAHQ-UHFFFAOYSA-N,solute_107,CC(C)OC(=O)C(C)(C)O,146.18599999999998,46.53,polar,small,"polar,small"
JINURNSPHNUGPC-UHFFFAOYSA-N,solute_108,CCC(O)(CC)C(O)CC(C)C,174.28399999999996,40.46,polar,small,"polar,small"
YIKQQGWDQHQECY-UHFFFAOYSA-N,solute_109,CC1=C(C(=O)O)CCCC1,140.182,37.3,polar,small,"polar,small"
BYBMSKRHDCEKRL-UHFFFAOYSA-N,solute_110,CC1(CO)C2CCC1C(=O)C2,154.20899999999997,37.3,polar,small,"polar,small"
ZMEVDFFLOPFGCR-UHFFFAOYSA-N,solute_111,Cc1csc(=O)[nH]1,115.157,32.86,polar,small,"polar,small"
HXIHISRWARGVBG-UHFFFAOYSA-N,solute_112,CCOC(=O)c1ccc(=O)oc1,168.14799999999997,56.510000000000005,polar,small,"polar,small"
GOJDSMIXPMMHPO-UHFFFAOYSA-N,solute_113,CCC(=O)NC(=O)CC,129.15899999999996,46.17,polar,small,"polar,small"
XCRPPAPDRUBKRJ-UHFFFAOYSA-N,solute_114,Oc1ccc2cccnc2c1,145.161,33.120000000000005,polar,small,"polar,small"
FOTKYAAJKYLFFN-UHFFFAOYSA-N,solute_115,OCCCCCCCCCCO,174.284,40.46,polar,small,"polar,small"
QNLTWNKEBOCLPE-UHFFFAOYSA-N,solute_116,N#CCC(=O)Nc1ccccc1Cl,194.62099999999998,52.89,polar,small,"polar,small"
LXVSANCQXSSLPA-UHFFFAOYSA-N,solute_117,CCC(O)(CC)C(=O)O,132.159,57.53,polar,small,"polar,small"
NZFKDDMHHUEVPI-UHFFFAOYSA-N,solute_118,Oc1cccc2scnc12,151.18999999999997,33.120000000000005,polar,small,"polar,small"
OBCSAIDCZQSFQH-UHFFFAOYSA-N,solute_119,Cc1cc(N)ccc1N,122.171,52.04,polar,small,"polar,small"
ASAHZDPKCCONIV-UHFFFAOYSA-N,solute_120,CC(C)CCC(C)C(=O)O,144.214,37.3,polar,small,"polar,small"
AWZKNOIBAIKXRQ-UHFFFAOYSA-N,solute_121,CC(C)CC(C)OCC(O)CO,176.25599999999997,49.69,polar,small,"polar,small"
ANLQHFYDQPMDJY-UHFFFAOYSA-N,solute_122,N#CCC(=O)N1CCCCC1,152.19699999999997,44.1,polar,small,"polar,small"
AJPXTSMULZANCB-UHFFFAOYSA-N,solute_123,Oc1ccc(O)c(Cl)c1,144.55700000000002,40.46,polar,small,"polar,small"
RRDPWAPIJGSANI-UHFFFAOYSA-N,solute_124,O=C(O)C(O)C1CCCCC1,158.19699999999997,57.53,polar,small,"polar,small"
KDPXOGYCOOUWOS-UHFFFAOYSA-N,solute_125,CCCCCCOC(=O)C(C)O,174.24,46.53,polar,small,"polar,small"
ATWLCPHWYPSRBQ-UHFFFAOYSA-N,solute_126,CNC(=O)CC(C)=O,115.13199999999999,46.17,polar,small,"polar,small"
IWHOHYOMWRLKGY-UHFFFAOYSA-N,solute_127,CC1CCCCC1(O)C(=O)O,158.197,57.53,polar,small,"polar,small"
XVCBVZJUNHNVMW-UHFFFAOYSA-N,solute_128,CCC(C(=O)O)C(C)(C)C(=O)O,174.19599999999997,74.6,polar,small,"polar,small"
VPBZMCXPCDAAFX-UHFFFAOYSA-N,solute_129,CCC(CC)(C(=O)NC)C(=O)NC,186.25499999999997,58.2,polar,small,"polar,small"
MLEXVRSHDCOQPM-UHFFFAOYSA-N,solute_130,CCCCC(CC)(C(=O)O)C(=O)O,188.22299999999998,74.6,polar,small,"polar,small"
FZLOTQMQISYYEK-UHFFFAOYSA-N,solute_131,Cc1cc(O)c(C(=O)O)cc1O,168.148,77.76,polar,small,"polar,small"
FAYFWMOSHFCQPG-UHFFFAOYSA-N,solute_132,CC1=CCS(=O)(=O)C1,132.184,34.14,polar,small,"polar,small"
WVCGTXBZDLZEDU-YFKPBYRVSA-N,solute_133,CC(C)(C)C(NC=O)C(=O)O,159.18499999999997,66.4,polar,small,"polar,small"
OJLBQZJKORZRDZ-UHFFFAOYSA-N,solute_134,CC(C)C(O)C(C)(C)C(=O)O,160.213,57.53,polar,small,"polar,small"
ZENOXNGFMSCLLL-UHFFFAOYSA-N,solute_135,COc1cc(CO)ccc1O,154.165,49.69,polar,small,"polar,small"
KFTYNYHJHKCRKU-UHFFFAOYSA-N,solute_136,CC(=O)Nc1cccc([N+](=O)[O-])c1,180.16299999999995,72.24,polar,small,"polar,small"
GFYRDQXZVIHUKQ-UHFFFAOYSA-N,solute_137,OCC(CO)N(Cc1ccccc1)Cc1ccccc1,271.36,43.7,polar,small,"polar,small"
HQEMUQNZGCZHHN-UHFFFAOYSA-N,solute_138,NC(S)=Nc1cccc([N+](=O)[O-])c1,197.21899999999997,81.52,polar,small,"polar,small"
JZBMVRBRZUZZCT-UHFFFAOYSA-N,solute_139,CCCCC1NC(=O)NC1=O,156.18499999999997,58.2,polar,small,"polar,small"
FGSBMPLRSMYGCV-UHFFFAOYSA-N,solute_140,CCCCC(=O)CC(=O)C(=O)O,172.17999999999998,71.44,polar,small,"polar,small"
AFZTYHRVDOKRKV-UHFFFAOYSA-N,solute_141,CC(=O)Nc1cccc(C(C)=O)c1,177.20299999999997,46.17,polar,small,"polar,small"
CTZCDPNOAJATOH-UHFFFAOYSA-N,solute_142,O=C(O)C1=C(C(=O)O)CC=CC1,168.14799999999997,74.6,polar,small,"polar,small"
UNNNRTAKJYMLEC-UHFFFAOYSA-N,solute_143,NC(=O)C1OC(=O)c2ccccc21,177.159,69.39000000000001,polar,small,"polar,small"
LHGGZFWXQZSSEK-UHFFFAOYSA-N,solute_144,CN1Cc2ccccc2S1(=O)=O,183.23199999999994,37.38,polar,small,"polar,small"
MWBXCWLRASBZFB-UHFFFAOYSA-N,solute_145,Cc1ccc(CC(=O)O)c(C)c1,164.204,37.3,polar,small,"polar,small"
BOSPLJJRCJCRHX-UHFFFAOYSA-N,solute_146,COC(=O)C(C#N)C(=O)CC(C)C,183.207,67.16,polar,small,"polar,small"
WECHHDJTILFYQT-UHFFFAOYSA-N,solute_147,CC(=O)Nc1ccc(C(C)=O)cc1,177.20299999999997,46.17,polar,small,"polar,small"
HUGAWXCWXHSPBW-UHFFFAOYSA-N,solute_148,NC(CC1CCC(O)CC1)C(=O)O,187.23899999999998,83.55,polar,small,"polar,small"
GWYVTXHULIXIAY-UHFFFAOYSA-N,solute_149,CCC1NC(=O)C(CC)NC1=O,170.212,58.2,polar,small,"polar,small"
ACFHHZJOAUZSJU-XBXARRHUSA-N,solute_150,CC(=O)NN=CC1CCC([N+](=O)[O-])O1,201.182,93.83,polar,small,"polar,small"
NPEIHQNAMLQBND-UHFFFAOYSA-N,solute_151,CN1C(=O)NCc2c1ncn2C,166.184,50.160000000000004,polar,small,"polar,small"
HYYOPSIKJXWRID-UHFFFAOYSA-N,solute_152,NNC(=O)c1ccc([N+](=O)[O-])s1,187.17999999999998,98.25999999999999,polar,small,"polar,small"
BLSVCHHBHKGCSQ-UHFFFAOYSA-N,solute_153,Cc1ccccc1NC(N)=O,150.18099999999998,55.12,polar,small,"polar,small"
GSPZXGHHFDORDC-UHFFFAOYSA-N,solute_154,CCC(N=C(N)N)C(=O)O,145.162,101.7,polar,small,"polar,small"
ZCGVPUAAMCMLTM-UHFFFAOYSA-N,solute_155,Nc1ccc(Cl)cc1S(=O)(=O)O,207.638,80.39,polar,small,"polar,small"
KVDFAXPMFJXDJJ-UHFFFAOYSA-N,solute_156,CCC1CN(CCC#N)C1C(=O)O,182.223,64.33,polar,small,"polar,small"
RXNXODTWPQTIHO-ZETCQYMHSA-N,solute_157,CC(C)C(NCCC#N)C(=O)O,170.212,73.12,polar,small,"polar,small"
NGTORYSYDRDVFM-UHFFFAOYSA-N,solute_158,CC(NCCC#N)C(=O)O,142.15800000000002,73.12,polar,small,"polar,small"
ALWDVDJEMWKXEY-UHFFFAOYSA-N,solute_159,CNC(=O)CCC(N)=O,130.14700000000002,72.19,polar,small,"polar,small"
WFDOLCYFWRFQEG-SCSAIBSYSA-N,solute_160,CCC(C)NC(N)=S,132.232,38.05,polar,small,"polar,small"
SCQOFMGAFNWKPH-UHFFFAOYSA-N,solute_161,CC1=C(C#N)C(=O)NC(C)(C)C1,164.20799999999997,52.89,polar,small,"polar,small"
JQKDIRYFZWAOTB-UHFFFAOYSA-N,solute_162,CCC(N)C(=O)NC(CC)C(=O)O,188.22699999999998,92.42,polar,small,"polar,small"
YKUFMYSNUQLIQS-UHFFFAOYSA-N,solute_163,Cc1cnc(N)[nH]c1=O,125.131,71.77,polar,small,"polar,small"
QDKOFCUUXIAICD-UHFFFAOYSA-N,solute_164,O=C(O)C1=CCCCC1C(=O)O,170.164,74.6,polar,small,"polar,small"
CDPPYCZVWYZBJH-UHFFFAOYSA-N,solute_165,CC(C)(C(=O)O)C(C)(C)C(=O)O,174.19599999999997,74.6,polar,small,"polar,small"
HFAYWAUCHUMJMH-UHFFFAOYSA-N,solute_166,O=C1CC(=O)NC=N1,112.088,58.53,polar,small,"polar,small"
FJHGMUDVUAXUEK-UHFFFAOYSA-N,solute_167,Cc1ccc(S(=O)(=O)O)c(N)c1,187.22,80.39,polar,small,"polar,small"
JFKWIFMXMYRTAZ-UHFFFAOYSA-N,solute_168,C=CCC(CNC)(C(=O)O)C(=O)O,187.195,86.63000000000001,polar,small,"polar,small"
KFEIZXFOLXOVFU-SCSAIBSYSA-N,solute_169,CC(OC(=S)N(C)C)C(=O)O,177.225,49.769999999999996,polar,small,"polar,small"
JQVMRGYDSQFFJC-UHFFFAOYSA-N,solute_170,N#CCC(=O)NCc1ccccc1,174.203,52.89,polar,small,"polar,small"
KEISVHMIDOVJRP-UHFFFAOYSA-N,solute_171,Cc1c(N)cccc1S(=O)(=O)O,187.21999999999997,80.39,polar,small,"polar,small"
CZTPMDLWMYKCCU-UHFFFAOYSA-N,solute_172,C=CCC(C(=O)O)C(C)C(=O)O,172.17999999999998,74.6,polar,small,"polar,small"
MPOVRXTVHXDFII-UHFFFAOYSA-N,solute_173,CC(CCCC(C)C(=O)O)C(=O)O,188.22299999999998,74.6,polar,small,"polar,small"
KEJXACDCOMURLL-UHFFFAOYSA-N,solute_174,Cn1cc(C(=O)O)n(C)c1=O,156.14099999999996,64.23,polar,small,"polar,small"
SOGBOGBTIKMGFS-UHFFFAOYSA-N,solute_175,NNC(=O)c1cccs1,142.18299999999996,55.12,polar,small,"polar,small"
TVBUURYOYAXGMP-UHFFFAOYSA-N,solute_176,CCC(C)=C(CC(=O)O)C(=O)O,172.17999999999998,74.6,polar,small,"polar,small"
GZHCYRZFDQBRLU-FNORWQNLSA-N,solute_177,CCOC(=O)CNC(C)=CC(C)=O,185.22299999999998,55.4,polar,small,"polar,small"
QRAXZXPSAGQUNP-UHFFFAOYSA-N,solute_178,CNc1ccc(S(=O)(=O)O)cc1,187.22,66.4,polar,small,"polar,small"
NSDYIDKTTPXCRH-UHFFFAOYSA-N,solute_179,NC(N)=NCCCCCC(=O)O,173.21599999999998,101.7,polar,small,"polar,small"
QNUWEXSGZVBMDV-UHFFFAOYSA-N,solute_180,O=C(O)Cc1cccc(C(=O)O)c1,180.159,74.6,polar,small,"polar,small"
DMEDOWYXHVUPMO-UHFFFAOYSA-N,solute_181,O=C(O)Cc1ccc(C(=O)O)cc1,180.159,74.6,polar,small,"polar,small"
DVNFLGLGNLXITH-REOHCLBHSA-N,solute_182,CC(N=C(N)N)C(=O)O,131.13500000000002,101.7,polar,small,"polar,small"
DATAGRPVKZEWHA-YFKPBYRVSA-N,solute_183,CCNC(=O)CCC(N)C(=O)O,174.2,92.42,polar,small,"polar,small"
GPFAJKDEDBRFOS-FKQDBXSBSA-N,solute_184,CN1CCC23C4C=CC(O)C2OC2C(OCCN5CCOCC5)CCC(CC41)C23,404.5510000000003,54.400000000000006,polar,large,"polar,large"
BONRIQWDXHCVOH-UHFFFAOYSA-N,solute_185,O=S(=O)(O)c1cnc[nH]1,148.143,83.05000000000001,polar,small,"polar,small"
NSPLFNGUPLZYHV-UHFFFAOYSA-N,solute_186,O=c1cc[nH]c2cccnc12,146.14899999999997,45.75,polar,small,"polar,small"
LKXREDOIMHQPQO-UHFFFAOYSA-N,solute_187,Cc1ccnc(C(=O)O)c1C(=O)O,181.147,87.49,polar,small,"polar,small"
ZMPRRFPMMJQXPP-UHFFFAOYSA-N,solute_188,O=C(O)c1ccccc1S(=O)(=O)O,202.18699999999995,91.67,polar,small,"polar,small"
JGEPERFKPFDKAX-UHFFFAOYSA-N,solute_189,CC(=O)c1cccc(NC(N)=O)c1,178.19099999999997,72.19,polar,small,"polar,small"
RCCYSVYHULFYHE-UHFFFAOYSA-N,solute_190,NC(=O)CCCC(N)=O,130.14700000000002,86.18,polar,small,"polar,small"
QEZZCWMQXHXAFG-UHFFFAOYSA-N,solute_191,Nc1cccc2ccc(S(=O)(=O)O)cc12,223.253,80.39,polar,small,"polar,small"
BSSNZUFKXJJCBG-OWOJBTEDSA-N,solute_192,NC(=O)C=CC(N)=O,114.104,86.18,polar,small,"polar,small"
GVNWZKBFMFUVNX-UHFFFAOYSA-N,solute_193,NC(=O)CCCCC(N)=O,144.174,86.18,polar,small,"polar,small"
QZZQIRLQHUUWOH-UHFFFAOYSA-N,solute_194,Cc1cc(N)nc(=O)[nH]1,125.13100000000001,71.77,polar,small,"polar,small"
BQYOGZXCESFTRX-UHFFFAOYSA-N,solute_195,O=C(O)C1=CC=C(C(=O)O)CC1,168.14799999999997,74.6,polar,small,"polar,small"
FPRQARNPKWVCNI-UHFFFAOYSA-N,solute_196,O=COCc1ccco1,126.11099999999996,39.44,polar,small,"polar,small"
AWJRUIZRYJPUHU-UHFFFAOYSA-N,solute_197,NS(=O)(=O)c1ccc(=O)[nH]c1,174.18099999999998,93.02000000000001,polar,small,"polar,small"
GFWWREGOTNQVGC-UHFFFAOYSA-N,solute_198,Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)O,184.15099999999998,103.02,polar,small,"polar,small"
VXPQZDZQAWMEHT-UHFFFAOYSA-N,solute_199,Nc1ccc(S(N)(=O)=O)cn1,173.19700000000003,99.07000000000001,polar,small,"polar,small"
ODFWTQNMGOYAIP-UHFFFAOYSA-N,solute_200,CCC(S(=O)(=O)CC)S(=O)(=O)CC,228.33499999999998,68.28,polar,small,"polar,small"
QJGHJWKPZQIOSN-UHFFFAOYSA-N,solute_201,Nc1ccc(CS(=O)(=O)O)cc1,187.22000000000003,80.39,polar,small,"polar,small"
UEWQTRNYJJIPSF-UHFFFAOYSA-N,solute_202,Nc1nc(=O)n(-c2ccccc2)[nH]1,176.179,76.69999999999999,polar,small,"polar,small"
NHZLNPMOSADWGC-UHFFFAOYSA-N,solute_203,NC1CCC(S(=O)(=O)NC2CNC3CCCCC3N2)CC1,316.47100000000006,96.25,polar,large,"polar,large"
JEHHECCRMUOFLV-UHFFFAOYSA-N,solute_204,CC(C)C(C(=O)O)C(C)C(=O)O,174.19599999999997,74.6,polar,small,"polar,small"
ZEZJPIDPVXJEME-UHFFFAOYSA-N,solute_205,O=c1cc[nH]c(O)c1,111.09999999999998,53.09,polar,small,"polar,small"
LJIRXNPXTVQOEU-MKKAVFGOSA-N,solute_206,ON=C1CCCCCC1=NO,156.185,65.18,polar,small,"polar,small"
SILINKWDNDDXTL-UHFFFAOYSA-N,solute_207,Nc1ccc(O)c(S(=O)(=O)O)c1,189.192,100.62,polar,small,"polar,small"
BQNWWHFSEXYHKU-UHFFFAOYSA-N,solute_208,NC(=O)NCCCCCC(=O)O,174.2,92.42,polar,small,"polar,small"
LRSASMSXMSNRBT-UHFFFAOYSA-N,solute_209,Cc1cnc(=O)[nH]c1N,125.131,71.77,polar,small,"polar,small"
CZJGCEGNCSGRBI-UHFFFAOYSA-N,solute_210,CCc1cnc(=O)[nH]c1N,139.15799999999996,71.77,polar,small,"polar,small"
JQNOJPRGXMMBQO-UHFFFAOYSA-N,solute_211,CC(C)C(NCCC(=O)O)C(=O)O,189.21099999999998,86.63000000000001,polar,small,"polar,small"
HFIIQXBYXBKNNZ-UHFFFAOYSA-N,solute_212,Nc1[nH]c(=O)ncc1CC(=O)O,169.14,109.07000000000001,polar,small,"polar,small"
FPDYKABXINADKS-LURJTMIESA-N,solute_213,CCCCC([NH2+]C)C(=O)[O-],145.202,56.739999999999995,polar,small,"polar,small"
NJBCRXCAPCODGX-UHFFFAOYSA-N,solute_214,CC(C)CNCC(C)C,129.24699999999996,12.03,non-polar,small,"non-polar,small"
GNVRJGIVDSQCOP-UHFFFAOYSA-N,solute_215,CCN(C)CC,87.166,3.24,non-polar,small,"non-polar,small"
QCOGKXLOEWLIDC-UHFFFAOYSA-N,solute_216,CCCCNC,87.16599999999998,12.03,non-polar,small,"non-polar,small"
DXSUORGKJZADET-YFKPBYRVSA-N,solute_217,CC(N)C(C)(C)C,101.19299999999998,26.02,polar,small,"polar,small"
AKNUHUCEWALCOI-UHFFFAOYSA-N,solute_218,CCN(CCO)CCO,133.191,43.7,polar,small,"polar,small"
DOSWHECVUKBMCG-UHFFFAOYSA-N,solute_219,NCCCNC1CCCCC1,156.27299999999994,38.05,polar,small,"polar,small"
SROYVYGZVXMVOA-UHFFFAOYSA-N,solute_220,O=C1c2cc(S(=O)(=O)O)ccc2C(=O)c2c1cccc2S(=O)(=O)O,368.34400000000005,142.87999999999997,polar,large,"polar,large"
URYYVOIYTNXXBN-UPHRSURJSA-N,solute_221,C1=CCCCCCC1,110.2,0.0,non-polar,small,"non-polar,small"
YGYAWVDWMABLBF-UHFFFAOYSA-N,solute_222,O=C(Cl)Cl,98.916,17.07,non-polar,small,"non-polar,small"
NPNUFJAVOOONJE-GFUGXAQUSA-N,solute_223,C=C1CCC=C(C)CCC2C1CC2(C)C,204.35699999999997,0.0,non-polar,small,"non-polar,small"
RINOYHWVBUKAQE-UHFFFAOYSA-N,solute_224,Cc1ccccc1I,218.03699999999998,0.0,non-polar,small,"non-polar,small"
UDHAWRUAECEBHC-UHFFFAOYSA-N,solute_225,Cc1ccc(I)cc1,218.03700000000003,0.0,non-polar,small,"non-polar,small"
MGNCLNQXLYJVJD-UHFFFAOYSA-N,solute_226,Clc1nc(Cl)nc(Cl)n1,184.413,38.67,polar,small,"polar,small"
UWKQJZCTQGMHKD-UHFFFAOYSA-N,solute_227,CC(C)(C)c1cccc(C(C)(C)C)n1,191.31799999999996,12.89,non-polar,small,"non-polar,small"
UUIMDJFBHNDZOW-UHFFFAOYSA-N,solute_228,CC(C)(C)c1ccccn1,135.20999999999995,12.89,non-polar,small,"non-polar,small"
VADKRMSMGWJZCF-UHFFFAOYSA-N,solute_229,Oc1ccccc1Br,173.009,20.23,polar,small,"polar,small"
KSMVZQYAVGTKIV-UHFFFAOYSA-N,solute_230,CCCCCCCCCC=O,156.269,17.07,non-polar,small,"non-polar,small"
SYSZENVIJHPFNL-UHFFFAOYSA-N,solute_231,COc1ccc(I)cc1,234.036,9.23,non-polar,small,"non-polar,small"
YSHMQTRICHYLGF-UHFFFAOYSA-N,solute_232,CC(C)(C)c1ccncc1,135.20999999999998,12.89,non-polar,small,"non-polar,small"
LEOBMIVTCWKNCB-UHFFFAOYSA-N,solute_233,CC(C)(C)c1ccnc(C(C)(C)C)c1,191.31799999999998,12.89,non-polar,small,"non-polar,small"
HFHFGHLXUCOHLN-UHFFFAOYSA-N,solute_234,Oc1ccccc1F,112.103,20.23,polar,small,"polar,small"
OAEGRYMCJYIXQT-UHFFFAOYSA-N,solute_235,N=C(S)C(=N)S,120.20200000000001,47.7,polar,small,"polar,small"
FWFSEYBSWVRWGL-UHFFFAOYSA-N,solute_236,O=C1C=CCCC1,96.12900000000002,17.07,non-polar,small,"non-polar,small"
SCCCFNJTCDSLCY-UHFFFAOYSA-N,solute_237,O=[N+]([O-])c1ccc(I)cc1,249.007,43.14,polar,small,"polar,small"
WZJYKHNJTSNBHV-UHFFFAOYSA-N,solute_238,c1ccc2c(c1)ccc1cccnc12,179.22199999999998,12.89,non-polar,small,"non-polar,small"
YQUQWHNMBPIWGK-UHFFFAOYSA-N,solute_239,CC(C)c1ccc(O)cc1,136.19399999999996,20.23,polar,small,"polar,small"
