InChIKey,solute_id,smiles_canon,molecular_weight,TPSA,polarity_class,size_class,hybrid_class
QGFGZTLOUOJUQB-UHFFFAOYSA-N,solute_6670,Cc1ccc(C(=O)Nc2nccs2)cc1N(CCCl)CCCl,358.2940000000001,45.230000000000004,polar,large,"polar,large"
FHIKZROVIDCMJA-UHFFFAOYSA-N,solute_6671,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,389.96700000000004,29.54,polar,large,"polar,large"
SLFGIOIONGJGRT-UHFFFAOYSA-N,solute_6672,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,323.4650000000001,30.27,polar,large,"polar,large"
IIYKUJVECNNTEY-LREBCSMRSA-N,solute_6673,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21.O=C(O)C(O)C(O)C(=O)O,444.52800000000013,121.54,polar,large,"polar,large"
RJUUDPCLWNXKQZ-UHFFFAOYSA-N,solute_6674,CC1CCCCN1CCCOC(=O)C(c1ccccc1)c1ccccc1,351.49000000000007,29.54,polar,large,"polar,large"
CFBQYWXPZVQQTN-QPTUXGOLSA-N,solute_6675,Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3,347.502,23.47,polar,large,"polar,large"
ZNAAXXGCHCCLDM-BTJKTKAUSA-N,solute_6676,CC(C)CNCC1COC2(O1)c1ccccc1COc1ccccc12.O=C(O)C=CC(=O)O,455.5070000000002,114.32000000000001,polar,large,"polar,large"
BRABPYPSZVCCLR-UHFFFAOYSA-N,solute_6677,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,314.454,15.71,non-polar,large,"non-polar,large"
AAZHUVOGSCDTKW-UHFFFAOYSA-N,solute_6678,COc1ccc2c3ccc(Cl)cc3n(CCC[NH+](C)C)c2c1.O=C([O-])C(=O)O,406.8660000000001,96.03000000000002,polar,large,"polar,large"
AMORDSNWJXKHMV-UHFFFAOYSA-N,solute_6679,CCN(CC)CCN1c2ccccc2NC(=O)c2ccccc21,309.41300000000007,35.58,polar,large,"polar,large"
MKXWZVYEVYAFOZ-UHFFFAOYSA-N,solute_6680,Cc1ccc(C(C)C)c(OCC(=O)OCCN2CCCCC2)c1C(=O)OC(C)C,405.53500000000025,65.07000000000001,polar,large,"polar,large"
LQZPJQKYAOYUJS-UHFFFAOYSA-N,solute_6681,CCN(CC)CCN1c2ccccc2Sc2ccccc21.Cl,334.916,6.48,non-polar,large,"non-polar,large"
RCYTWTBFGNSMQC-VHEBQXMUSA-N,solute_6682,CC1=NN(c2ccccc2)C(=O)C1N=Nc1ccc(C(=O)O)cc1,322.324,94.69000000000001,polar,large,"polar,large"
NQBIIZCLITWWOH-UHFFFAOYSA-N,solute_6683,COc1cc(O)cc2c1N(CCCN(C)C)c1cc(Cl)ccc1S2,364.89799999999997,35.940000000000005,polar,large,"polar,large"
BRSBHYWFYBOUGG-UHFFFAOYSA-N,solute_6684,CC[NH+](CC)CC(C)OC(=O)C(c1ccccc1)c1ccccc1.[Cl-],361.913,30.740000000000002,polar,large,"polar,large"
JUSNIEPCJNWQRR-UHFFFAOYSA-N,solute_6685,C1CCCN(CC2CCC(CN3CCCCCC3)CC2)CC1.Cl.Cl,379.4600000000001,6.48,non-polar,large,"non-polar,large"
NRSAHUUHMMVYTD-UHFFFAOYSA-N,solute_6686,CC[NH+](CC)CCOC(=O)n1c2ccccc2c2ccccc21.[Cl-],346.85800000000006,35.67,polar,large,"polar,large"
SNTQPLDRUZOSDP-UHFFFAOYSA-N,solute_6687,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,353.50600000000003,29.54,polar,large,"polar,large"
FDOGNTWNJXHXNZ-MZIRSVLISA-N,solute_6688,COc1ccc2c(c1)C13CCCCC1C(C2)N(CCC(C)C)CC3.O=C(O)C(O)C(O)C(=O)O,477.5980000000002,127.53000000000002,polar,large,"polar,large"
WGUWGLFTDRGBSR-UHFFFAOYSA-N,solute_6689,CCC(=O)OC(CC)C(c1ccccc1)(c1ccccc1)C(C)C[NH+](C)C.[Cl-],403.99400000000014,30.740000000000002,polar,large,"polar,large"
MARGMYHNEQURTE-UHFFFAOYSA-N,solute_6690,CCC(=O)OC(CC)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1.[Cl-],403.994,30.740000000000002,polar,large,"polar,large"
OIRAEJWYWSAQNG-LBPRGKRZSA-N,solute_6691,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21,278.77899999999994,37.3,polar,small,"polar,small"
ODLGFPIWRAEFAN-PFEQFJNWSA-N,solute_6692,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2.Cl,364.94199999999995,15.71,non-polar,large,"non-polar,large"
VBKNNJQOMLOXQL-UHFFFAOYSA-N,solute_6693,C[NH+](C)CCCC1c2ccccc2C=Cc2ccccc21.[Cl-],313.87200000000007,4.44,non-polar,large,"non-polar,large"
REYUZOLYIOQRIG-UHFFFAOYSA-N,solute_6694,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,337.4600000000001,70.78,polar,large,"polar,large"
XMBJPJHCAJZCLU-UHFFFAOYSA-N,solute_6695,CC[NH+](CC)CCn1nc2c3c(c(CO)ccc31)Sc1cc(Cl)ccc1-2.CS(=O)(=O)[O-],484.0430000000001,99.69,polar,large,"polar,large"
CNGNQNHWZQZZPC-LIXABZRUSA-N,solute_6697,CC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3.Cl,426.00000000000017,29.54,polar,large,"polar,large"
VDOLRBJLUIFCGO-UHFFFAOYSA-N,solute_6698,Cl.c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1,332.9000000000002,6.48,non-polar,large,"non-polar,large"
ISNMCLQAHBYOKS-UHFFFAOYSA-N,solute_6699,CN1Cc2ccccc2N(C)c2ccccc21,224.30699999999996,6.48,non-polar,small,"non-polar,small"
NFCRBQADEGXVDL-UHFFFAOYSA-M,solute_6701,CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Cl-],358.01,35.38,polar,large,"polar,large"
SIZQOZWQHVSXMC-UHFFFAOYSA-N,solute_6702,COC1(c2ccc(F)cc2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1.Cl,423.9310000000001,38.33,polar,large,"polar,large"
VRCHGIBAGWCXID-UHFFFAOYSA-N,solute_6703,COC1(c2ccc(C)cc2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1.Cl,419.968,38.33,polar,large,"polar,large"
VNTDJZPKDTVRQN-UHFFFAOYSA-N,solute_6704,COC1(c2cccc(C)c2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1.Cl,419.968,38.33,polar,large,"polar,large"
YFEPHJVWLFGWKH-CQSZACIVSA-N,solute_6705,COc1cc2c3c(c4ccc(OC)c(OC)c4c2cc1OC)CN1CCCC1C3,393.48300000000023,40.160000000000004,polar,large,"polar,large"
DULRAWOLASLZFF-UHFFFAOYSA-N,solute_6706,CC(CC12CC3CC(CC(C3)C1)C2)N(C)Cc1ccccc1.Cl,333.94699999999995,3.24,non-polar,large,"non-polar,large"
OLNLBYCEMYGFIP-UHFFFAOYSA-N,solute_6707,CN(C)CCCC12CC3CC(CC(C3)C1c1ccccc1)C2.Cl,333.94700000000006,3.24,non-polar,large,"non-polar,large"
IKYIXZSIKOYSLD-UHFFFAOYSA-N,solute_6708,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,494.06600000000003,57.53,polar,large,"polar,large"
REXWOFSLUVLBDP-QNGOZBTKSA-N,solute_6709,CCC(=O)N1C2CCC1CN(CC(=Cc1ccccc1)c1ccccc1)C2,360.5010000000001,23.550000000000004,polar,large,"polar,large"
YILXLSNWYXRHLU-UHFFFAOYSA-N,solute_6711,Cl.Ic1ccc(SCCCCCCCN2CCSC2)nc1,458.8620000000005,16.130000000000003,non-polar,large,"non-polar,large"
ODMDVXBFLZLMOV-UHFFFAOYSA-N,solute_6713,CC(C=O)c1ccc2c(ccc3ccccc32)c1,234.298,17.07,non-polar,small,"non-polar,small"
VYVKHNNGDFVQGA-UHFFFAOYSA-N,solute_6714,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,429.5570000000002,57.230000000000004,polar,large,"polar,large"
YDUVNCVFHOFCBV-UHFFFAOYSA-N,solute_6715,CC(C)(C)[NH2+]CC(=O)N1c2ccccc2CCc2ccccc21.[Cl-],344.88599999999997,36.92,polar,large,"polar,large"
APUSEOXZOIWVBF-RZWQWLLSSA-N,solute_6716,COc1ccc(C(=O)CN2CCC34CCCCC3C2Cc2ccc(O)cc24)cc1.Cl,427.97200000000004,49.769999999999996,polar,large,"polar,large"
IABNRFKGIGJEFF-UHFFFAOYSA-N,solute_6717,CCC1(CC)OC(CCCN(C)C)(c2ccccc2)c2ccccc21.Cl,373.968,12.47,non-polar,large,"non-polar,large"
DCKXNKRUGUYEPS-UHFFFAOYSA-N,solute_6719,O=C(Oc1ccc(N(CCCl)CCCl)cc1)c1ccccc1,338.234,29.54,polar,large,"polar,large"
XHSHZRTUPHMFMW-UHFFFAOYSA-N,solute_6720,CN(C)CCCC1(c2ccccc2)CC(C)(C)c2ccccc21.Cl,343.94199999999995,3.24,non-polar,large,"non-polar,large"
YVBGGZGCBWNVDX-UHFFFAOYSA-N,solute_6721,CN(C)CCCC1c2ccccc2C=Cc2ccccc21,277.41100000000006,3.24,non-polar,small,"non-polar,small"
OJTXPGCWXBTARX-UHFFFAOYSA-N,solute_6722,CCN(CC)CCCN1C(=O)c2ccccc2Nc2ccccc21,323.44000000000005,35.58,polar,large,"polar,large"
PQYGSSYFJIJDFK-UHFFFAOYSA-N,solute_6723,CCCCCCCC(=O)CCCCCCC,226.4039999999999,17.07,non-polar,small,"non-polar,small"
CTVUQTJFCOUSCI-UHFFFAOYSA-N,solute_6724,CCCCN1CCC(OC(=O)Cc2ccccc2)(c2ccccc2)CC1.Cl,387.9510000000001,29.54,polar,large,"polar,large"
FZMYJEWPAHFZNM-UHFFFAOYSA-N,solute_6725,CCN(CC)CCOC(=O)C1c2ccccc2Cc2ccccc21.Cl,359.897,29.54,polar,large,"polar,large"
YDLQKLWVKKFPII-UHFFFAOYSA-N,solute_6726,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,397.5190000000002,41.03,polar,large,"polar,large"
SQSNGPIVSCOKRR-UHFFFAOYSA-N,solute_6727,CNCCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21,320.8450000000001,35.5,polar,large,"polar,large"
QLPNZYZWDNTQFD-UHFFFAOYSA-N,solute_6728,CC(C(=O)O)c1ccc2c(c1)CCc1ccccc1-2,252.31299999999996,37.3,polar,small,"polar,small"
FPPCQURAUSZVBZ-UHFFFAOYSA-N,solute_6729,CCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1.Cl,398.9750000000003,50.800000000000004,polar,large,"polar,large"
XAXZRLRPMYYALI-UHFFFAOYSA-N,solute_6730,Cc1cc(SCCCCCN2CCSC2)nc2ccc(Cl)cc12.Cl.Cl,439.90500000000003,16.130000000000003,non-polar,large,"non-polar,large"
JYNMKSDVPCAZCM-UHFFFAOYSA-N,solute_6731,CCCCCCCCSCCCCCCN1CCSC1.Cl,354.069,3.24,non-polar,large,"non-polar,large"
VGQBGHMODQMJEJ-UHFFFAOYSA-N,solute_6732,COc1cc2c(cc1OC)C(CCc1cccc(Cl)c1Cl)N(C)CC2,380.31500000000017,21.700000000000003,polar,large,"polar,large"
LXGKFCALTYIGBW-UHFFFAOYSA-N,solute_6733,COc1cc2c(cc1OC)C(CCc1c(Cl)cccc1Cl)N(C)CC2,380.31500000000005,21.700000000000003,polar,large,"polar,large"
HRNKLYSRKFRIQO-UHFFFAOYSA-N,solute_6734,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cccc(OCC)c2)cc1.Cl,451.0070000000001,51.24000000000001,polar,large,"polar,large"
HDGAKKHUALYJSA-UHFFFAOYSA-N,solute_6735,CCC(Cl)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1.[Cl-],366.3760000000001,4.44,non-polar,large,"non-polar,large"
VVPAATLHWUDQMI-MZIRSVLISA-N,solute_6737,COc1ccc2c(c1)C13CCCCC1C(C2)N(CC=C(C)C)CC3.O=C(O)C(O)C(O)C(=O)O,475.5820000000002,127.53000000000002,polar,large,"polar,large"
YTCSKUDULFDUDD-UHFFFAOYSA-N,solute_6738,NCCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21,306.81800000000004,49.489999999999995,polar,large,"polar,large"
LXRLABSDZUKVGP-UHFFFAOYSA-N,solute_6739,C[NH2+]CCCC1c2ccccc2CCc2ccccc21.[Cl-],301.861,16.61,non-polar,large,"non-polar,large"
DTTVBSRGHJKBOQ-UHFFFAOYSA-N,solute_6740,CCN(CC)CC(=O)N1C(C)(C)C=C(c2ccccc2)CC1(C)C,328.5000000000001,23.550000000000004,polar,large,"polar,large"
ADLUXTSNZSZRQU-UHFFFAOYSA-N,solute_6741,CN(C)CCCC1(C2CCCCC2)OC(C)(C)c2ccccc21.O=C(O)C(=O)O,405.5350000000001,87.07000000000001,polar,large,"polar,large"
LMYNSXURIAOYIR-UHFFFAOYSA-N,solute_6742,Cl.c1ccc2c(c1)CCC1CN(CCc3cccc4ccccc34)CCN21,378.9470000000001,6.48,non-polar,large,"non-polar,large"
XTSSXTWGEJTWBM-FQEVSTJZSA-N,solute_6743,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)c1ccccc1)CC2,461.51400000000024,83.09,polar,large,"polar,large"
VQNAFOJXHZEXDE-UHFFFAOYSA-N,solute_6744,CCCC[NH+]1CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.[Cl-],387.95100000000014,30.740000000000002,polar,large,"polar,large"
XXLZPUYGHQWHRN-RPBOFIJWSA-N,solute_6745,CCC1=C(CC2NCCc3cc(OC)c(OC)cc32)CC2c3cc(OC)c(OC)cc3CCN2C1,478.6330000000004,52.190000000000005,polar,large,"polar,large"
TXNPKAZVKAHXGK-UHFFFAOYSA-N,solute_6746,CC(C(=O)O)c1ccc2oc(-c3ccc(C(C)(C)C)cc3)nc2c1,323.392,63.33,polar,large,"polar,large"
HVFCLQQFFYUROM-XJQFHKDFSA-N,solute_6747,COc1ccc(C(=O)CN2CCC34CCCCC3C2Cc2ccc(O)cc24)cc1[N+](=O)[O-].Cl,472.9690000000001,92.91,polar,large,"polar,large"
ZCUZNOKYZBDPMI-LIXABZRUSA-N,solute_6748,COc1ccc(CCN2CCC34CCCCC3C2Cc2ccc(O)cc24)c(C)c1.Cl,428.01600000000013,32.7,polar,large,"polar,large"
VLTOCQFUFACJGC-UHFFFAOYSA-N,solute_6749,CNCCC=C1c2ccccc2C(C)(C)c2ccccc21.Cl,313.872,12.03,non-polar,large,"non-polar,large"
UOXWPQGDEPCZDZ-BNXVUDNTSA-N,solute_6750,COc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccco1)CC3.O=C(O)C(O)C(O)C(=O)O,501.5760000000002,140.67,polar,large,"polar,large"
FGXWKSZFVQUSTL-UHFFFAOYSA-N,solute_6751,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,425.92000000000013,78.82,polar,large,"polar,large"
RUEYJJXJQYFCCU-UHFFFAOYSA-N,solute_6752,CC[NH+](C)CCC(C#N)(CC=C(C)C)c1cccc2ccccc12.[Cl-],356.94100000000003,28.23,polar,large,"polar,large"
QIGRLMYLFKLTOE-UHFFFAOYSA-N,solute_6753,CC(C)=CCC(C#N)(CC[NH+](C)C)Cc1cccc2ccccc12.[Cl-],356.94100000000003,28.23,polar,large,"polar,large"
JHKAMWMWNMZLLS-UHFFFAOYSA-N,solute_6754,Cc1ccc(C(=O)O)cc1N(CC(C)Cl)CC(C)Cl,304.217,40.54,polar,large,"polar,large"
